feature,importance
flux_7648,0.011724197476566302
flux_5331,0.011287749695302867
flux_5209,0.008387427001043038
flux_6323,0.00837016145603954
flux_7025,0.008281617840039574
flux_7632,0.008226830624746807
flux_6840,0.008058225989089927
flux_4513,0.007817985520604913
flux_3969,0.007561591654922535
flux_4291,0.007393754597554591
flux_8033,0.007248340345955534
flux_5194,0.007124444301093631
flux_5595,0.007117683262896936
flux_8936,0.006795076550534981
flux_8456,0.006715499074976803
flux_8044,0.006458237559362081
flux_6392,0.0063628933528331
flux_7785,0.006228499304560999
flux_5948,0.005986361160037413
flux_7611,0.0058667191066140685
flux_5468,0.005791006616128704
flux_6260,0.005664200471472973
flux_4455,0.005613884576319733
flux_6730,0.0055711433671813086
flux_8318,0.005410560044950876
flux_7770,0.005289410612950002
flux_5130,0.005233432456314378
flux_6930,0.005223345567350228
flux_6988,0.005121775932291732
flux_8804,0.005048411945314637
