feature,importance
flux_7701,0.016282269734904074
flux_6228,0.01464556531664232
flux_7458,0.013827213107511442
flux_6128,0.011945982768777218
flux_8250,0.011945982768777218
flux_9036,0.010309278350515464
flux_4418,0.010309278350515464
flux_4296,0.010309278350515464
flux_4840,0.010309278350515464
flux_9089,0.010309278350515464
flux_4201,0.010309278350515464
flux_4243,0.010309278350515464
flux_4133,0.010309278350515464
flux_5500,0.010309278350515464
flux_7733,0.010309278350515464
flux_8757,0.010309278350515464
flux_6698,0.010309278350515464
flux_8297,0.010309278350515464
flux_3837,0.010309278350515464
flux_8192,0.010309278350515464
flux_8018,0.010309278350515464
flux_7659,0.010309278350515464
flux_7828,0.010309278350515464
flux_5283,0.010309278350515464
flux_5341,0.010309278350515464
flux_6682,0.010309278350515464
flux_5859,0.010309278350515464
flux_5399,0.010309278350515464
flux_4808,0.010309278350515464
flux_4645,0.010309278350515464
