model,parent_accuracy,leaf_accuracy,macro_f1,weighted_f1,hierarchical_loss,hierarchical_distance,cross_parent_errors,same_parent_errors
hierarchical_random_forest,0.6153846153846154,0.38461538461538464,0.1053609880742367,0.2898075407149817,2.6554575007227594,1.935897435897436,30,18
flat_random_forest,0.6410256410256411,0.38461538461538464,0.09210066249539933,0.26818693002903526,4.689905034419539,1.8974358974358974,28,20
