feature,importance
flux_4038,0.0159533349927848
flux_4412,0.0159533349927848
flux_8899,0.0159533349927848
flux_9068,0.0159533349927848
flux_5262,0.015151515151515152
flux_7812,0.014349695310245504
flux_7891,0.014349695310245504
flux_8487,0.01274605562770621
flux_7796,0.012626262626262626
flux_5721,0.012626262626262626
flux_6281,0.011704649783549395
flux_8978,0.011704649783549395
flux_4085,0.010101010101010102
flux_4354,0.010101010101010102
flux_6392,0.010101010101010102
flux_4423,0.010101010101010102
flux_7674,0.010101010101010102
flux_4460,0.010101010101010102
flux_4655,0.010101010101010102
flux_4919,0.010101010101010102
flux_5975,0.010101010101010102
flux_9089,0.010101010101010102
flux_6028,0.010101010101010102
flux_5004,0.010101010101010102
flux_7004,0.010101010101010102
flux_6339,0.010101010101010102
flux_8878,0.010101010101010102
flux_5320,0.010101010101010102
flux_6387,0.010101010101010102
flux_7379,0.010101010101010102
