feature,importance
flux_6714,0.11458333333333333
flux_7914,0.08333333333333334
flux_6029,0.07291666666666666
flux_7400,0.06250000000000001
flux_6114,0.0625
flux_7829,0.06249999999999999
flux_8257,0.062499999999999965
flux_6457,0.04166666666666668
flux_4743,0.041666666666666664
flux_6971,0.041666666666666664
flux_6629,0.041666666666666664
flux_9114,0.03125000000000002
flux_6371,0.031250000000000014
flux_7571,0.03125000000000001
flux_4486,0.03125000000000001
flux_3971,0.03125000000000001
flux_6800,0.03125
flux_9029,0.031249999999999997
flux_6543,0.031249999999999993
flux_4914,0.031249999999999986
flux_4829,0.031249999999999983
flux_9200,1.040834085586084e-17
flux_8686,0.0
flux_8429,0.0
flux_8000,0.0
flux_8086,0.0
flux_8171,0.0
flux_8343,0.0
flux_8514,0.0
flux_8771,0.0
