feature,importance
flux_5000,0.07291666666666666
flux_4486,0.06250000000000001
flux_5686,0.06249999999999999
flux_6971,0.062499999999999986
flux_5171,0.0451388888888889
flux_8686,0.041666666666666685
flux_8943,0.041666666666666664
flux_5600,0.041666666666666664
flux_5857,0.041666666666666664
flux_6371,0.041666666666666664
flux_5086,0.041666666666666664
flux_4914,0.04166666666666665
flux_7657,0.031250000000000014
flux_7829,0.031250000000000014
flux_5257,0.03125000000000001
flux_9200,0.03125000000000001
flux_6800,0.03125
flux_4143,0.03125
flux_7229,0.03125
flux_7057,0.03125
flux_5771,0.031249999999999993
flux_6714,0.031249999999999986
flux_3971,0.031249999999999983
flux_4314,0.027777777777777776
flux_6114,0.020833333333333325
flux_4571,0.010416666666666678
flux_8514,0.0
flux_9114,0.0
flux_9029,0.0
flux_8857,0.0
