feature,importance
flux_7965,0.01838235294117647
flux_4882,0.014705882352941176
flux_8435,0.014705882352941176
flux_6128,0.014705882352941176
flux_5035,0.014705882352941176
flux_3937,0.014705882352941176
flux_7126,0.011029411764705883
flux_4956,0.011029411764705883
flux_7352,0.011029411764705883
flux_8894,0.011029411764705883
flux_4412,0.011029411764705883
flux_4729,0.011029411764705883
flux_8345,0.011029411764705883
flux_4465,0.011029411764705883
flux_3958,0.008494883284032764
flux_4491,0.007352941176470588
flux_4323,0.007352941176470588
flux_3826,0.007352941176470588
flux_4792,0.007352941176470588
flux_7748,0.007352941176470588
flux_8926,0.007352941176470588
flux_4354,0.007352941176470588
flux_4391,0.007352941176470588
flux_9079,0.007352941176470588
flux_6086,0.007352941176470588
flux_7595,0.007352941176470588
flux_7115,0.007352941176470588
flux_7020,0.007352941176470588
flux_6387,0.007352941176470588
flux_6899,0.007352941176470588
