feature,importance
flux_6328,0.006231671935531268
flux_8192,0.0045216616779462145
flux_7690,0.004247116418303615
flux_5141,0.004216918098308357
flux_6571,0.0040825618728344
flux_6577,0.004070693376868126
flux_6244,0.003987426148006867
flux_5911,0.003935260837209924
flux_5373,0.0037949583087672606
flux_3985,0.0036936328371584173
flux_4059,0.0036263522395823416
flux_5943,0.0035617740364886044
flux_4238,0.0034068229986596466
flux_7527,0.0033614896931795164
flux_4338,0.0032765103194957405
flux_6994,0.0032748759686656048
flux_6434,0.0032206158661336535
flux_6228,0.003214141161194977
flux_6608,0.003138119469333955
flux_6656,0.003113937116730819
flux_6761,0.0031055945591290145
flux_7152,0.0030779610435553847
flux_6851,0.003041921054572964
flux_4233,0.003028829146697451
flux_4856,0.002981361602838097
flux_6561,0.0029787833469248006
flux_3979,0.0029359824476109533
flux_5795,0.002929989535679551
flux_6719,0.002918862044291912
flux_8081,0.0029054049692475116
